finding_id,detected_at,severity,category,source_log,summary,detail,status,remediated_at,remediation_action,verified_at,commit_hash
0634c028c15e,2026-06-09T15:50:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T15:50:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T15:50:01-04:00,09e918b766645f25b77c94455f173736ccfa5b57 fix(supp): SOUL/USER tr
06f2ce419ba9,2026-06-09T15:55:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T15:55:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T15:55:01-04:00,4c9f9045e491e65942525d8a42d1ca5f7d4ea398 fix(supp): SOUL/USER tr
bcad3aac6e14,2026-06-09T16:00:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:00:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:00:01-04:00,152c5bfc82f9b3f71e15a10b94b13eff76ab7488 fix(supp): SOUL/USER tr
0eb7d7b8ac51,2026-06-09T16:05:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:05:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:05:01-04:00,cb69a2bc354f24a390c86a9cdeea2cb2888a909b fix(supp): SOUL/USER tr
19c823a45bfc,2026-06-09T16:10:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:10:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:10:01-04:00,37d824ae3cc5285a965b1205015d2452d7377e2a fix(supp): SOUL/USER tr
c9e58a954cd0,2026-06-09T16:15:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:15:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:15:02-04:00,e005b89dff33ab5f46ec5c22027b5095ad367acf fix(supp): SOUL/USER tr
7c7e5a499c3d,2026-06-09T16:20:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:20:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:20:01-04:00,439977e233f439065162e30d72825d153ea337a7 fix(supp): SOUL/USER tr
c333c41bd6a7,2026-06-09T16:25:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:25:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:25:01-04:00,c1a348b0b3c4f966cc061449fe27768df8772a5b fix(supp): SOUL/USER tr
5ee7b0be4308,2026-06-09T16:30:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:30:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:30:02-04:00,295b508adcdf445093352e03c6485e3d7dc1d105 fix(supp): SOUL/USER tr
fb4876976eb9,2026-06-09T16:35:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:35:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:35:01-04:00,e0ecabe43e2e588959acf836780cea8dee14f505 fix(supp): SOUL/USER tr
b206ed6bf7ff,2026-06-09T16:40:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:40:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:40:01-04:00,21df5724281cfaff72eb41ecb84fdb83d1ee0f0c fix(supp): SOUL/USER tr
75b5153aad15,2026-06-09T16:45:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:45:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:45:02-04:00,5e36078cf37bcea92c7723428a9475b6d6291748 fix(supp): SOUL/USER tr
d9b29c030358,2026-06-09T16:50:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:50:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:50:01-04:00,805539bf6417f3591835b344e0eec8e974c680a5 fix(supp): SOUL/USER tr
8b7d2023086e,2026-06-09T16:55:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T16:55:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T16:55:01-04:00,9b7e7f3f5f4f7c0558b56a003f34ce2e5029c2a2 fix(supp): SOUL/USER tr
23d6a0f5faff,2026-06-09T17:00:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:00:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:00:02-04:00,5b82053c517b9e506929d81ee022a083b8ef4356 fix(supp): SOUL/USER tr
56cae4b0b675,2026-06-09T17:05:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:05:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:05:02-04:00,d885e1bf29e9001b3dd1ecce9d8f995d66f58b60 fix(supp): SOUL/USER tr
3b643d44b0be,2026-06-09T17:10:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:10:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:10:01-04:00,48c0e403340ae5d0153b8cec570bae3bc856b3e2 fix(supp): SOUL/USER tr
cc331ef82217,2026-06-09T17:15:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:15:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:15:01-04:00,0d2bae4c309879d40d7865494703b66c6cb91419 fix(supp): SOUL/USER tr
18c0cbbd644d,2026-06-09T17:20:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:20:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:20:01-04:00,b99203cfa900026ca14f471ef555f7981d81a37c fix(supp): SOUL/USER tr
5bc4c075be23,2026-06-09T17:25:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:25:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:25:02-04:00,d4c8241499779dadc6c57e1bd280c5aca429e9f8 fix(supp): SOUL/USER tr
3d2fead9a2ee,2026-06-09T17:30:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:30:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:30:01-04:00,f7a5edb69d237c134595942c28dccedc1d243f16 fix(supp): SOUL/USER tr
a730626bdcd4,2026-06-09T17:35:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:35:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:35:01-04:00,7bdd5c7152c21a24695d73c56190ebb9a2c030ef fix(supp): SOUL/USER tr
4e77fdad61e7,2026-06-09T17:40:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:40:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:40:01-04:00,cb36b37e0fa0653ead6283667ab2f64dd0507130 fix(supp): SOUL/USER tr
20b1fdcb405a,2026-06-09T17:45:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:45:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:45:01-04:00,23a6b8b478a213bab513561b26f8e16b4d51d010 fix(supp): SOUL/USER tr
3a82ab4920ee,2026-06-09T17:50:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:50:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:50:01-04:00,7476ef493953d26533d30b83f06268123270cc99 fix(supp): SOUL/USER tr
c5b10db28bd8,2026-06-09T17:55:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T17:55:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T17:55:02-04:00,540e9ce73c653a4fd718690cd48c6acbf57a6a31 fix(supp): SOUL/USER tr
48dfee7f1666,2026-06-09T18:00:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:00:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:00:01-04:00,fe60c4d4d08b0516b7cf2f209ea714bbfeb70801 fix(supp): SOUL/USER tr
a1792368d2b0,2026-06-09T18:05:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:05:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:05:01-04:00,1597db976c022d6ecbb1eed3feef0fabf8f2a084 fix(supp): SOUL/USER tr
5f1f22aae75e,2026-06-09T18:10:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:10:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:10:01-04:00,72e94263ae2b8379ddad214605c877a500ae68ff fix(supp): SOUL/USER tr
d33609830610,2026-06-09T18:15:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:15:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:15:01-04:00,8e979683ee9120438d199e06e81873be86fd2075 fix(supp): SOUL/USER tr
af75732daa92,2026-06-09T18:20:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:20:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:20:01-04:00,8bab09e9bceae9a509711e880c37724bcb712049 fix(supp): SOUL/USER tr
e02407dc4f18,2026-06-09T18:25:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:25:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:25:01-04:00,facca852ebb1c577de102013edf6afa7ad2211cd fix(supp): SOUL/USER tr
6841b40c873e,2026-06-09T18:30:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:30:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:30:02-04:00,357eb93902b597781f987fd51b0ff543bcaea8c0 fix(supp): SOUL/USER tr
34b7b9d52ecf,2026-06-09T18:35:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:35:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:35:01-04:00,99d37b0bc51dcf97dd7810ba94814bf44ef4b9fa fix(supp): SOUL/USER tr
4b7a9406f019,2026-06-09T18:40:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:40:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:40:01-04:00,9bbc7b0599674c839cee49ce4fc2d71ee73a7133 fix(supp): SOUL/USER tr
e4eb50aad9b4,2026-06-09T18:45:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:45:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:45:01-04:00,3db74ee89b246444aa1e65f8245a22ebaf488cf9 fix(supp): SOUL/USER tr
da5c5ce8d972,2026-06-09T18:50:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:50:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:50:01-04:00,946ba96bb01cdfa5260c4852907fc55d03d6cb33 fix(supp): SOUL/USER tr
dd47fb8d4084,2026-06-09T18:55:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T18:55:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T18:55:02-04:00,f4b15a4a406425484ed654504b07512aa1a40104 fix(supp): SOUL/USER tr
955f2290acc9,2026-06-09T19:00:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:00:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:00:01-04:00,6d01344414949fb57e8df61dadb2b82450253640 fix(supp): SOUL/USER tr
c55be7f69efb,2026-06-09T19:05:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:05:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:05:01-04:00,d54bc453a19312a6c131617e24db5b26f0a4781c fix(supp): SOUL/USER tr
23769954c777,2026-06-09T19:10:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:10:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:10:01-04:00,ba4dc7c93923f895544c31b6778f7468f72d454f fix(supp): SOUL/USER tr
8c26bc3c290d,2026-06-09T19:15:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:15:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:15:01-04:00,b12f5ad325b3a4bf8a475d855b92c3068cfa7754 fix(supp): SOUL/USER tr
c352b7c07c42,2026-06-09T19:20:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:20:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:20:02-04:00,bd7cf92f8f6cf0fd06d79d8a4b2fa0d682d02fc6 fix(supp): SOUL/USER tr
939f031cbc0b,2026-06-09T19:25:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:25:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:25:01-04:00,4e0b73b9b6b9b3ee0a0d2770c3f0ae93d5626ee6 fix(supp): SOUL/USER tr
3c211cebd02f,2026-06-09T19:30:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:30:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:30:01-04:00,559cbc8678b482654e0c617d08deaa7f1e45b59f fix(supp): SOUL/USER tr
bc551c677701,2026-06-09T19:35:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:35:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:35:01-04:00,11a505901aac74ffb62aaeffbbdcd5f74d1cf6a1 fix(supp): SOUL/USER tr
3bc1c7d945ac,2026-06-09T19:40:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:40:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:40:02-04:00,10297dcd4b666a8943b77ad02fc3b1432f9ca98c fix(supp): SOUL/USER tr
fa7b881c7ac5,2026-06-09T19:45:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:45:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:45:01-04:00,964cb93b041909fe62340a8d994387acbfc1f970 fix(supp): SOUL/USER tr
b94c20028aeb,2026-06-09T19:50:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:50:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:50:01-04:00,a57ffcfa46ea527c029014474393ea2d2cd7580d fix(supp): SOUL/USER tr
3169d0485357,2026-06-09T19:55:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T19:55:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T19:55:01-04:00,da28e408c76c3c413698e0f08c224fd08767f809 fix(supp): SOUL/USER tr
4cbe6c676594,2026-06-09T20:00:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:00:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:00:01-04:00,2b8bf332a81d6644eb4c77a7d1efbcd897dec8ff fix(supp): SOUL/USER tr
4033a1278b48,2026-06-09T20:05:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:05:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:05:01-04:00,584f55459be176acc02ed546ebae8c7b6e7cd205 fix(supp): SOUL/USER tr
0b26af863fba,2026-06-09T20:10:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:10:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:10:01-04:00,9e8179cfba2fca200740757d24a7e911911913ca fix(supp): SOUL/USER tr
4a4cf5add5e2,2026-06-09T20:15:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:15:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:15:02-04:00,c772871071bc6fd4934850998ee3c585b6dca59b fix(supp): SOUL/USER tr
bc05c639f1d7,2026-06-09T20:20:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:20:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:20:01-04:00,007b4cdb7f9d9c90dea5d428feeccd49045659ae fix(supp): SOUL/USER tr
6e1b170bb905,2026-06-09T20:25:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:25:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:25:01-04:00,5bda7f593b8d046fbe9421e7b61b590b5176691c fix(supp): SOUL/USER tr
06504c5143db,2026-06-09T20:30:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:30:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:30:01-04:00,530922a590167de2335508ed85781623d84d7f00 fix(supp): SOUL/USER tr
fb3c460a7d2e,2026-06-09T20:35:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:35:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:35:01-04:00,b97903f6116e6540c28503ad8224e85fa636e9b2 fix(supp): SOUL/USER tr
8006929721b0,2026-06-09T20:40:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:40:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:40:02-04:00,d74c0e918e834e0c3e3f459767643886c5bf880a fix(supp): SOUL/USER tr
f7ab724496f1,2026-06-09T20:45:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:45:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:45:01-04:00,4face3c420bd1b8e17731b22596d69cb58c482d1 fix(supp): SOUL/USER tr
4b28b3999f38,2026-06-09T20:50:02-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:50:02-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:50:02-04:00,c9a3eb0a7056c420b10617afd4477d773fa49cac fix(supp): SOUL/USER tr
68e894a566f9,2026-06-09T20:55:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T20:55:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T20:55:01-04:00,c8f445f9719695c97805618abdc240721e6361ca fix(supp): SOUL/USER tr
2f6e85f3f79e,2026-06-09T21:00:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T21:00:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T21:00:01-04:00,7cd44dd67e817803e8e24ae362108aa27dc00ed1 fix(supp): SOUL/USER tr
c516e248c9e0,2026-06-09T21:05:01-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,remediated,2026-06-09T21:05:01-04:00,IDENTITY.md OK (400 chars),2026-06-09T21:05:01-04:00,04b79e2160d0c0834ab276dfd376b97bfe2ccf20 fix(supp): SOUL/USER tr
696763f5f1b0,2026-06-10T08:42:34-04:00,critical,session_heavy,sessions.jsonl,Sesion agent:fin:main muy cargada (preventivo),lines=92 bytes=100427 umbral>=40l/400000b,open,,,,
369057c44c7c,2026-06-14T07:41:17-04:00,warning,bootstrap_budget,openclaw-gateway,SOUL/USER truncado por budget bootstrap,Reducir SOUL o USER.md para agente fin,open,,,,
1bb9944aea4d,2026-06-14T07:41:17-04:00,warning,whatsapp_pending,openclaw.sqlite,Cola WhatsApp pending: 1 mensaje(s),inbound.v1.pending en plugin_state_entries,open,,,,
